taskId,taskName,User,Complexity Scale,Total Duration
7837,Task2,A,59,8.58
7838,Task2,B,59,19.69
7839,Task2,C,62,12.79
7840,Task1,D,6,1.88
7841,Task2,A,12,4.59
7842,Task1,B,2,2.66
7843,Task2,C,32,2.65
7844,Task1,D,10,6.78
7845,Task2,A,20,9.21
7846,Task1,B,7,3.04
7847,Task2,C,54,10.62
7848,Task2,D,65,13.52
7849,Task2,A,25,4.2
7850,Task2,B,42,16.54
7851,Task2,C,40,12.87
7852,Task1,D,11,10.96
7853,Task2,A,81,9.33
7854,Task2,B,74,19.69
7855,Task2,C,20,5.02
7856,Task2,D,73,21.23
7857,Task1,A,21,7.45
7858,Task2,B,26,5.84
7859,Task1,C,5,5.14
7860,Task2,D,29,7.88
7861,Task1,A,19,8.74
7862,Task1,B,13,8.86
7863,Task1,C,17,14.33
7864,Task2,D,32,13.7
7865,Task1,A,14,5.8
7866,Task2,B,51,18.65
7867,Task2,C,41,8.85
7868,Task1,D,6,2.5
7869,Task2,A,19,6.4
7870,Task1,B,3,5.28
7871,Task1,C,20,11.61
7872,Task1,D,10,4.61
7873,Task2,A,29,8.33
7874,Task1,B,3,1.98
7875,Task2,C,45,7.77
7876,Task2,D,20,8.03
7877,Task2,A,48,12.89
7878,Task1,B,10,4.7
7879,Task1,C,9,4.27
7880,Task2,D,25,5.93
7881,Task1,A,2,3.1
7882,Task2,B,14,9.98
7883,Task2,C,41,14.75
7884,Task2,D,14,3.27
7885,Task2,A,46,11.2
7886,Task1,B,24,9.35
7887,Task2,C,55,18.7
7888,Task1,D,23,12.96
7889,Task2,A,26,7.79
7890,Task1,B,12,10.13
7891,Task2,C,44,9.01
7892,Task2,D,17,5.87
7893,Task2,A,18,4.86
7894,Task2,B,20,9.06
7895,Task2,C,13,11.92
7896,Task1,D,12,5.09
7897,Task2,A,14,7.59
7898,Task2,B,33,9.81
7899,Task2,C,45,10.84
7900,Task2,D,19,5.87
7901,Task2,A,18,7.02
7902,Task1,B,10,6.74
7903,Task2,C,23,3.68
7904,Task1,D,41,15.55
7905,Task1,A,4,1.87
7906,Task1,B,10,2.97
7907,Task2,C,34,6.41
7908,Task2,D,10,2.34
7909,Task2,A,47,8.65
7910,Task2,B,47,11.24
7911,Task2,C,29,12.65
7912,Task1,D,8,6.52
7913,Task2,A,23,7.31
7914,Task1,B,21,11.44
7915,Task2,C,59,10.29
7916,Task1,D,27,6.99
7917,Task1,A,12,5.32
7918,Task2,B,87,16.08
7919,Task2,C,34,5.84
7920,Task2,D,33,14.73
7921,Task2,A,38,12.38
7922,Task2,B,24,11.16
7923,Task2,C,45,15.43
7924,Task2,D,74,15.2
7925,Task2,A,8,2.1
7926,Task2,B,51,7.14
7927,Task2,C,36,9.1
7928,Task2,D,54,9.44
7929,Task2,A,22,8.07
7930,Task2,B,81,16.38
7931,Task2,C,18,2.89
7932,Task1,D,5,2.26
7933,Task2,A,28,6.83
7934,Task1,B,4,1.67
7935,Task2,C,27,6.78
7936,Task2,D,36,9.37
7937,Task1,A,21,4.71
7938,Task2,B,32,8.6
7939,Task1,C,34,4.83
7940,Task2,D,24,5.74
7941,Task2,A,31,8.37
7942,Task2,B,30,8.19
7943,Task2,C,34,9.23
7944,Task1,D,9,17.16
7945,Task1,A,3,3.5
7946,Task2,B,29,10.49
7947,Task1,C,16,7.08
7948,Task2,D,19,7.7
7949,Task2,A,50,13.62
7950,Task2,B,82,22.54
7951,Task2,C,31,5.9
7952,Task1,D,6,9.46
7953,Task2,A,9,2.69
7954,Task2,B,23,6.43
7955,Task2,C,33,10.77
7956,Task1,D,25,6.96
7957,Task1,A,24,5.99
7958,Task2,B,18,5.26
7959,Task2,C,32,5.83
7960,Task2,D,58,14.02
7961,Task1,A,2,5.61
7962,Task1,B,12,9.53
7963,Task2,C,14,7.24
7964,Task2,D,17,5.91
7965,Task1,A,3,4.2
7966,Task2,B,26,5.61
7967,Task2,C,14,10.23
7968,Task2,D,53,18.47
7969,Task2,A,53,10.75
7970,Task2,B,28,4.46
7971,Task2,C,67,18.49
7972,Task2,D,40,14.12
7973,Task2,A,52,12.16
7974,Task2,B,33,5.96
7975,Task1,C,4,1.55
7976,Task2,D,40,10.06
7977,Task2,A,43,9.68
7978,Task2,B,42,9.29
7979,Task2,C,16,3.89
7980,Task2,D,56,12.54
7981,Task1,A,21,7.46
7982,Task2,B,23,5.88
7983,Task2,C,36,8.22
7984,Task1,D,4,2.43
7985,Task1,A,45,19.13
7986,Task2,B,28,6.6
7987,Task2,C,34,10.14
7988,Task1,D,4,1.57
7989,Task2,A,85,26.29
7990,Task2,B,76,18.3
7991,Task2,C,25,5.82
7992,Task2,D,59,10.24
7993,Task2,A,34,10.72
7994,Task1,B,8,4.77
7995,Task2,C,15,6.45
7996,Task2,D,21,9.93
7997,Task1,A,4,4
7998,Task2,B,87,20.42
7999,Task2,C,28,10.85
8000,Task2,D,58,11.74
8001,Task2,A,35,10.79
8002,Task2,B,40,17.51
8003,Task2,C,22,9.07
8004,Task2,D,46,14.08
8005,Task2,A,18,11.17
8006,Task2,B,12,3.59
8007,Task2,C,36,8.87
8008,Task1,D,7,3.15
8009,Task2,A,16,3.48
8010,Task2,B,17,6.21
8011,Task2,C,20,3.58
8012,Task2,D,43,10.45
8013,Task1,A,5,2.62
8014,Task2,B,29,10.63
8015,Task2,C,24,8.5
8016,Task2,D,24,5.28
8017,Task2,A,32,7.95
8018,Task2,B,34,14.39
8019,Task1,C,13,3.97
8020,Task2,D,10,2.67
8021,Task2,A,18,5.08
8022,Task2,B,35,8.71
8023,Task2,C,46,11.44
8024,Task2,D,55,17.55
8025,Task2,A,67,18.85
8026,Task2,B,47,8.45
8027,Task1,C,19,10.95
8028,Task2,D,39,5.27
8029,Task2,A,28,9.87
8030,Task2,B,17,5.96
8031,Task2,C,19,5.49
8032,Task1,D,4,4.43
8033,Task2,A,21,3.2
8034,Task2,B,37,8.46
8035,Task2,C,23,7.51
8036,Task2,D,15,4.6
8037,Task2,A,68,14.12
8038,Task2,B,34,11.42
8039,Task2,C,16,5.65
8040,Task2,D,20,6.16
8041,Task1,A,3,3.64
8042,Task1,B,3,1.75
8043,Task2,C,70,19.81
8044,Task2,D,46,11.05
8045,Task2,A,68,11.06
8046,Task2,B,38,9.26
8047,Task1,C,4,1.7
8048,Task2,D,57,9.23
8049,Task2,A,22,7.62
8050,Task2,B,41,6.61
8051,Task1,C,21,7.82
8052,Task2,D,9,3
8053,Task1,A,2,1.22
8054,Task2,B,11,4.42
8055,Task1,C,6,6.05
8056,Task2,D,18,4.38
8057,Task2,A,47,10.45
8058,Task2,B,15,6.16
8059,Task2,C,33,10.26
8060,Task2,D,19,4.25
8061,Task2,A,15,3.97
8062,Task2,B,39,9.78
8063,Task1,C,35,20.75
8064,Task2,D,11,3.4
8065,Task2,A,21,12.12
8066,Task2,B,31,8.13
8067,Task2,C,50,17.49
8068,Task2,D,51,27.77
8069,Task2,A,36,7.42
8070,Task2,B,65,14.39
8071,Task1,C,7,4.6
8072,Task2,D,17,4.34
8073,Task1,A,4,2.69
8074,Task2,B,30,7.8
8075,Task2,C,41,12.17
8076,Task2,D,28,7.88
8077,Task2,A,8,4.45
8078,Task1,B,9,7.33
8079,Task2,C,19,4.73
8080,Task2,D,25,4.72
8081,Task2,A,22,6.07
8082,Task2,B,86,21.28
8083,Task2,C,25,10.17
8084,Task2,D,33,6.8
8085,Task2,A,46,17.03
8086,Task2,B,64,16.91
8087,Task2,C,19,10.07
8088,Task2,D,27,5.3
8089,Task1,A,6,4.03
8090,Task2,B,8,2.84
8091,Task2,C,45,13.15
8092,Task2,D,30,6.61
8093,Task1,A,7,4.02
8094,Task2,B,23,6.84
8095,Task2,C,25,7.52
8096,Task2,D,54,13.81
8097,Task2,A,66,8.22
8098,Task1,B,12,4.23
8099,Task2,C,12,6.63
8100,Task1,D,33,17.99
8101,Task1,A,3,5.41
8102,Task2,B,56,16.58
8103,Task2,C,30,19.67
8104,Task2,D,28,4.67
8105,Task2,A,28,8.38
8106,Task2,B,53,11.23
8107,Task1,C,5,5.44
8108,Task2,D,30,4.81
8109,Task2,A,28,13.04
8110,Task2,B,27,10.05
8111,Task2,C,43,8.63
8112,Task2,D,22,7.34
8113,Task1,A,6,6.11
8114,Task2,B,68,16.98
8115,Task2,C,38,10.74
8116,Task2,D,64,18.12
8117,Task2,A,15,3.79
8118,Task2,B,63,22.79
8119,Task2,C,21,4.97
8120,Task2,D,49,10.32
8121,Task2,A,40,7.73
8122,Task2,B,48,14.07
8123,Task1,C,4,5.14
8124,Task2,D,31,5.96
8125,Task2,A,63,12.3
8126,Task2,B,33,7.09
8127,Task1,C,6,4.73
8128,Task1,D,3,1.63
8129,Task2,A,29,7.78
8130,Task2,B,13,4.57
8131,Task2,C,31,6.93
8132,Task2,D,32,4.83
8133,Task2,A,36,7.37
8134,Task2,B,27,4.63
8135,Task2,C,20,3.94
8136,Task1,D,2,1.67
8137,Task2,A,37,5.91
8138,Task2,B,18,4.76
8139,Task2,C,16,5.74
8140,Task2,D,38,8.94
8141,Task2,A,94,17.17
8142,Task2,B,24,7.71
8143,Task2,C,40,7.78
8144,Task2,D,89,19.82
8145,Task2,A,13,2.76
8146,Task2,B,21,10.47
8147,Task2,C,15,2.93
8148,Task2,D,27,13.17
8149,Task1,A,3,5.63
8150,Task1,B,7,3.5
8151,Task2,C,25,6.14
8152,Task2,D,21,5.71
8153,Task2,A,26,7.02
8154,Task1,B,7,6.36
8155,Task2,C,36,10.33
8156,Task2,D,44,18.47
8157,Task2,A,51,17.45
8158,Task2,B,45,11.7
8159,Task1,C,18,6.83
8160,Task2,D,36,8.77
8161,Task1,A,7,3.62
8162,Task2,B,46,9.38
8163,Task2,C,38,9.17
8164,Task2,D,65,17.04
8165,Task2,A,35,4.85
8166,Task2,B,21,6.47
8167,Task1,C,4,6.31
8168,Task2,D,41,6.92
8169,Task2,A,33,10.11
8170,Task2,B,83,15.28
8171,Task1,C,4,1.5
8172,Task2,D,17,9.11
8173,Task2,A,52,11.6
8174,Task1,B,16,11.86
8175,Task2,C,12,4.42
8176,Task2,D,36,13.3
8177,Task1,A,4,4.9
8178,Task2,B,37,9.2
8179,Task2,C,14,4.31
8180,Task1,D,4,3.42
8181,Task1,A,2,1.85
8182,Task1,B,6,3.8
8183,Task1,C,3,2.53
8184,Task1,D,8,3.9
8185,Task2,A,18,4.55
8186,Task2,B,14,5.42
8187,Task2,C,27,12.34
8188,Task1,D,7,7.13
8189,Task1,A,15,9.25
8190,Task1,B,2,4.14
8191,Task2,C,46,15.18
8192,Task2,D,73,9.59
8193,Task2,A,34,10.15
8194,Task2,B,38,9.31
8195,Task2,C,67,16.01
8196,Task2,D,24,6.98
8197,Task2,A,28,6.75
8198,Task2,B,12,4.7
8199,Task2,C,65,11.28
8200,Task2,D,66,17.92
8201,Task2,A,39,11.42
8202,Task2,B,36,8.63
8203,Task1,C,9,5.43
8204,Task2,D,27,6.5
8205,Task2,A,73,20.42
8206,Task1,B,22,14.17
8207,Task2,C,24,7.29
8208,Task2,D,16,6.66
8209,Task2,A,34,6.07
8210,Task2,B,14,5.76
8211,Task2,C,13,3.41
8212,Task2,D,8,5.15
8213,Task2,A,11,6.41
8214,Task1,B,7,4.48
8215,Task1,C,8,2.92
8216,Task2,D,28,7.75
8217,Task2,A,22,14.53
8218,Task2,B,19,6.27
8219,Task2,C,26,7.55
8220,Task2,D,90,18.41
8221,Task2,A,37,6.5
8222,Task1,B,5,6.54
8223,Task2,C,28,7
8224,Task2,D,46,6.71
8225,Task2,A,33,7.21
8226,Task2,B,32,8.24
8227,Task1,C,11,5.43
8228,Task2,D,44,8.71
8229,Task2,A,39,9.46
8230,Task1,B,3,3.17
8231,Task2,C,27,17.16
8232,Task2,D,43,13.65
8233,Task2,A,24,2.14
8234,Task2,B,27,7.4
8235,Task2,C,33,8.25
8236,Task2,D,29,8.17
8237,Task2,A,56,22.37
8238,Task2,B,9,3.38
8239,Task1,C,7,3.44
8240,Task2,D,23,12.27
8241,Task2,A,20,10.39
8242,Task2,B,48,16.3
8243,Task2,C,45,11.48
8244,Task2,D,33,8.22
8245,Task2,A,24,5.43
8246,Task1,B,3,3.81
8247,Task2,C,32,8.68
8248,Task2,D,83,16.56
8249,Task2,A,36,9.03
8250,Task2,B,29,12.68
8251,Task1,C,5,2.6
8252,Task2,D,37,16.33
8253,Task1,A,5,2.62
8254,Task2,B,74,19.7
8255,Task2,C,61,13.48
8256,Task2,D,37,9.17
8257,Task2,A,85,22.63
8258,Task1,B,15,5.52
8259,Task2,C,17,10.08
8260,Task2,D,8,2.67
8261,Task2,A,29,9.13
8262,Task2,B,18,5.4
8263,Task2,C,20,7
8264,Task2,D,28,7.72
8265,Task1,A,8,3.09
8266,Task2,B,20,5.67
8267,Task2,C,34,7.48
8268,Task2,D,13,4.65
8269,Task1,A,2,1.34
8270,Task2,B,52,15.96
8271,Task2,C,21,8.13
8272,Task1,D,3,3.63
8273,Task2,A,23,8.1
8274,Task2,B,25,5.99
8275,Task2,C,10,3.33
8276,Task1,D,8,5.77
8277,Task2,A,66,19.6
8278,Task2,B,40,11.14
8279,Task2,C,30,7.35
8280,Task2,D,7,2.71
8281,Task1,A,5,4.03
8282,Task2,B,67,10.94
8283,Task1,C,7,6.91
8284,Task2,D,20,8.44
8285,Task2,A,16,8.68
8286,Task1,B,7,6.3
8287,Task1,C,8,4.11
8288,Task2,D,29,8.24
8289,Task2,A,35,8.71
8290,Task2,B,29,6.84
8291,Task2,C,28,10.42
8292,Task2,D,14,3.51
8293,Task2,A,15,3.88
8294,Task2,B,57,7.62
8295,Task2,C,22,4.73
8296,Task2,D,12,4.9
8297,Task2,A,25,9.23
8298,Task2,B,26,4.33
8299,Task2,C,42,11.3
8300,Task2,D,59,16.96
8301,Task2,A,15,4.56
8302,Task2,B,40,13.08
8303,Task2,C,21,7.89
8304,Task2,D,20,5.86
8305,Task2,A,32,10.44
8306,Task2,B,61,12.91
8307,Task2,C,53,8.83
8308,Task2,D,10,2.61
8309,Task2,A,91,21.75
8310,Task2,B,38,9.74
8311,Task2,C,47,7.41
8312,Task2,D,22,6.19
8313,Task2,A,39,15.46
8314,Task2,B,20,5.88
8315,Task2,C,28,7.51
8316,Task2,D,19,3.35
8317,Task2,A,26,5.24
8318,Task2,B,84,23.07
8319,Task2,C,12,3.76
8320,Task2,D,37,9.45
8321,Task1,A,6,8.33
8322,Task2,B,36,6.36
8323,Task1,C,19,11.93
8324,Task2,D,16,2.02
8325,Task2,A,36,8.01
8326,Task2,B,15,3.01
8327,Task1,C,6,3.65
8328,Task2,D,16,4.49
8329,Task1,A,4,6.41
8330,Task2,B,22,9.64
8331,Task2,C,49,9.96
8332,Task2,D,47,11.6
8333,Task2,A,35,6.16
8334,Task1,B,9,3.15
8335,Task2,C,8,3.14
8336,Task1,D,24,11.34
8337,Task2,A,42,9.89
8338,Task1,B,10,10.32
8339,Task1,C,2,6.03
8340,Task1,D,4,1.51
8341,Task2,A,12,5.28
8342,Task2,B,49,10.21
8343,Task1,C,2,2.05
8344,Task2,D,27,9.34
8345,Task2,A,13,3.4
8346,Task2,B,28,7.04
8347,Task1,C,6,3.48
8348,Task2,D,18,7.15
8349,Task2,A,26,10.53
8350,Task2,B,31,7.2
8351,Task2,C,21,5.16
8352,Task2,D,10,3.71
8353,Task1,A,26,5.07
8354,Task2,B,13,4.11
8355,Task2,C,17,4.51
8356,Task2,D,70,19.97
8357,Task2,A,35,6.44
8358,Task2,B,46,8.5
8359,Task2,C,26,14.03
8360,Task2,D,31,6.12
8361,Task2,A,22,4.02
8362,Task1,B,3,1.23
8363,Task2,C,29,6.21
8364,Task1,D,10,5.68
8365,Task2,A,35,8.55
8366,Task2,B,11,6.04
8367,Task2,C,10,5.01
8368,Task2,D,52,14.85
8369,Task1,A,9,6.63
8370,Task2,B,20,1.81
8371,Task2,C,30,6.67
8372,Task2,D,20,4.63
8373,Task2,A,21,9.99
8374,Task2,B,16,3.35
8375,Task2,C,24,5.95
8376,Task2,D,12,2.43
8377,Task2,A,11,5.98
8378,Task2,B,9,1.4
8379,Task2,C,59,11.58
8380,Task1,D,4,5.22
8381,Task2,A,29,8.9
8382,Task1,B,28,14.06
8383,Task2,C,20,3.66
8384,Task2,D,62,10.37
8385,Task2,A,38,8.86
8386,Task1,B,5,5.76
8387,Task1,C,6,4.37
8388,Task1,D,2,1.43
8389,Task2,A,34,11.91
8390,Task2,B,20,4.28
8391,Task1,C,9,3.44
8392,Task2,D,33,11.62
8393,Task2,A,17,4.75
8394,Task2,B,13,8
8395,Task2,C,18,2.92
8396,Task2,D,49,10.87
8397,Task2,A,57,14.26
8398,Task2,B,15,2.98
8399,Task1,C,9,7.4
8400,Task2,D,11,3.92
8401,Task2,A,28,8.12
8402,Task2,B,36,9.45
8403,Task2,C,38,7.35
8404,Task2,D,70,14.35
8405,Task2,A,11,3.4
8406,Task2,B,31,8.22
8407,Task2,C,22,8.09
8408,Task1,D,9,2.07
8409,Task2,A,26,5.45
8410,Task2,B,44,14.78
8411,Task2,C,19,6.82
8412,Task1,D,12,4.09
8413,Task2,A,24,6.87
8414,Task1,B,4,3.67
8415,Task2,C,26,3.87
8416,Task2,D,50,8.08
8417,Task2,A,10,3.57
8418,Task2,B,45,10.37
8419,Task2,C,34,9.74
8420,Task2,D,17,4.09
8421,Task2,A,12,3
8422,Task2,B,20,5.51
8423,Task2,C,10,3.82
8424,Task1,D,3,2.77
8425,Task2,A,37,16.42
8426,Task2,B,27,6.83
8427,Task2,C,44,11.28
8428,Task2,D,15,7.46
8429,Task2,A,9,3.73
8430,Task2,B,20,4.76
8431,Task1,C,4,1.69
8432,Task1,D,27,8.28
8433,Task2,A,12,4.85
8434,Task2,B,12,3.54
8435,Task2,C,25,5.09
8436,Task2,D,63,13.1
8437,Task2,A,15,5.88
8438,Task1,B,8,6.14
8439,Task2,C,56,11.41
8440,Task1,D,21,12.91
8441,Task2,A,18,6.44
8442,Task1,B,2,3.89
8443,Task2,C,26,2.71
8444,Task2,D,38,14.73
8445,Task2,A,62,10.59
8446,Task2,B,29,6.15
8447,Task2,C,21,5.6
8448,Task2,D,16,4.55
8449,Task2,A,12,3.8
8450,Task2,B,16,3.58
8451,Task2,C,32,7.05
8452,Task2,D,17,2.94
8453,Task2,A,46,10.03
8454,Task2,B,39,9.63
8455,Task2,C,17,5.5
8456,Task2,D,19,5.68
8457,Task1,A,26,16
8458,Task2,B,27,9.16
8459,Task2,C,30,4.34
8460,Task2,D,28,4.96
8461,Task2,A,27,5.23
8462,Task2,B,38,8.82
8463,Task2,C,22,6.18
8464,Task2,D,34,9.07
8465,Task2,A,56,13.24
8466,Task2,B,15,4.14
8467,Task2,C,44,10.07
8468,Task2,D,35,7.14
8469,Task2,A,30,4.34
8470,Task2,B,21,5.68
8471,Task2,C,45,9.74
8472,Task2,D,74,11.4
8473,Task2,A,16,12.16
8474,Task1,B,11,5.51
8475,Task2,C,23,6.26
8476,Task2,D,60,18.69
8477,Task2,A,26,11.8
8478,Task2,B,14,5.54
8479,Task2,C,33,8.6
8480,Task2,D,26,3.82
8481,Task1,A,6,5.33
8482,Task1,B,51,13.72
8483,Task2,C,28,9.06
8484,Task2,D,58,13.89
8485,Task2,A,44,10.93
8486,Task2,B,36,15.36
8487,Task2,C,57,12.88
8488,Task2,D,37,10.76
8489,Task2,A,28,9.92
8490,Task2,B,28,8.16
8491,Task2,C,9,3.76
8492,Task2,D,28,4.68
8493,Task2,A,60,11.75
8494,Task2,B,25,7.89
8495,Task2,C,20,6.49
8496,Task2,D,33,11.81
8497,Task2,A,22,14.2
8498,Task2,B,21,6.11
8499,Task1,C,4,1.58
8500,Task2,D,35,9.28
8501,Task2,A,43,12.09
8502,Task2,B,21,6.1
8503,Task2,C,22,12.05
8504,Task2,D,58,11.14
8505,Task2,A,54,11.7
8506,Task1,B,6,4.98
8507,Task2,C,41,5.58
8508,Task2,D,28,8.43
8509,Task2,A,64,17.54
8510,Task2,B,47,8.58
8511,Task2,C,43,12.72
8512,Task2,D,21,6.66
8513,Task2,A,16,9.03
8514,Task2,B,18,7.11
8515,Task2,C,14,5.46
8516,Task2,D,22,13.39
8517,Task2,A,65,9.77
8518,Task1,B,29,11.18
8519,Task2,C,16,4.42
8520,Task2,D,10,16.6
8521,Task2,A,30,7.19
8522,Task2,B,60,11.95
8523,Task2,C,16,4.82
8524,Task1,D,11,2.59
8525,Task2,A,61,16.99
8526,Task2,B,24,12.51
8527,Task1,C,11,8.49
8528,Task1,D,17,11.13
8529,Task2,A,18,8.07
8530,Task2,B,48,19.47
8531,Task2,C,36,15.02
8532,Task2,D,23,8.08
8533,Task2,A,53,14.85
8534,Task2,B,24,7.15
8535,Task2,C,10,3.42
8536,Task2,D,39,14.4
8537,Task1,A,4,4.26
8538,Task2,B,89,14.98
8539,Task2,C,51,6.71
8540,Task2,D,18,7.67
8541,Task2,A,38,17.94
8542,Task2,B,72,21.82
8543,Task1,C,8,5.94
8544,Task2,D,24,10.79
8545,Task2,A,56,11.38
8546,Task2,B,51,16.31
8547,Task1,C,10,6.32
8548,Task2,D,34,4.28
8549,Task2,A,65,15.7
8550,Task1,B,6,2.3
8551,Task2,C,34,9.42
8552,Task2,D,17,4.11
8553,Task2,A,15,9.17
8554,Task2,B,27,5.33
8555,Task1,C,4,5.7
8556,Task1,D,5,2.06
8557,Task2,A,27,8.05
8558,Task2,B,68,12.16
8559,Task2,C,19,9.81
8560,Task2,D,60,11.38
8561,Task1,A,11,2.14
8562,Task2,B,34,13.49
8563,Task2,C,25,5.12
8564,Task2,D,25,3.92
8565,Task2,A,37,12.56
8566,Task2,B,9,4.57
8567,Task2,C,28,9.84
8568,Task2,D,9,2.14
8569,Task2,A,26,11.08
8570,Task2,B,37,6.74
8571,Task2,C,36,7.15
8572,Task2,D,24,3.9
8573,Task2,A,47,9.15
8574,Task1,B,8,10.59
8575,Task2,C,34,12.77
8576,Task2,D,17,6.02
8577,Task2,A,12,2.53
8578,Task2,B,19,7.54
8579,Task2,C,24,4.06
8580,Task2,D,36,8.69
8581,Task2,A,37,10.53
8582,Task2,B,72,16.46
8583,Task1,C,2,1.51
8584,Task2,D,21,3.55
8585,Task1,A,26,13.23
8586,Task2,B,45,10.86
8587,Task2,C,68,14.9
8588,Task2,D,26,15.68
8589,Task1,A,4,1.57
8590,Task2,B,10,1.9
8591,Task2,C,15,3.63
8592,Task2,D,50,6.41
8593,Task2,A,26,4.95
8594,Task2,B,39,13.18
8595,Task2,C,59,11.59
8596,Task2,D,25,10.35
8597,Task2,A,17,7.53
8598,Task2,B,37,11.66
8599,Task1,C,16,16.39
8600,Task2,D,25,4
8601,Task2,A,48,11
8602,Task1,B,28,17.26
8603,Task2,C,64,10.62
8604,Task1,D,8,3.32
8605,Task2,A,43,14.77
8606,Task2,B,19,6.86
8607,Task2,C,14,3.65
8608,Task2,D,50,12.23
8609,Task2,A,39,10.93
8610,Task1,B,4,3.31
8611,Task1,C,3,3.07
8612,Task2,D,16,6.42
8613,Task2,A,22,4.47
8614,Task2,B,75,19.79
8615,Task2,C,18,8
8616,Task2,D,36,9.13
8617,Task2,A,19,4.71
8618,Task2,B,15,1.83
8619,Task2,C,24,4.56
8620,Task2,D,19,2.71
8621,Task2,A,73,10.45
8622,Task2,B,26,7.47
8623,Task2,C,47,7.97
8624,Task2,D,46,12.7
8625,Task2,A,20,5
8626,Task1,B,8,3.06
8627,Task2,C,56,14.04
8628,Task2,D,16,4.08
8629,Task2,A,33,7.52
8630,Task2,B,64,19.04
8631,Task2,C,59,11.75
8632,Task2,D,34,7.71
8633,Task2,A,26,11.15
8634,Task2,B,14,3.64
8635,Task2,C,28,7.23
8636,Task2,D,21,4.51
8637,Task2,A,27,4.27
8638,Task2,B,28,11.2
8639,Task2,C,41,7.08
8640,Task2,D,14,6.01
8641,Task2,A,28,7.69
8642,Task2,B,29,10.01
8643,Task2,C,7,9.99
8644,Task2,D,60,17.31
8645,Task2,A,14,2.36
8646,Task1,B,5,5.61
8647,Task2,C,36,11.76
8648,Task2,D,38,13.86
8649,Task2,A,15,7.98
8650,Task1,B,6,1.51
8651,Task2,C,39,12.57
8652,Task1,D,5,2.83
8653,Task1,A,9,3.18
8654,Task2,B,12,3.37
8655,Task2,C,38,9.99
8656,Task2,D,13,5.03
8657,Task2,A,43,10.44
8658,Task2,B,25,14.41
8659,Task2,C,28,10.7
8660,Task2,D,40,5.73
8661,Task1,A,8,5.14
8662,Task1,B,4,3.09
8663,Task2,C,52,9.54
8664,Task2,D,50,11
8665,Task2,A,17,13.21
8666,Task2,B,35,9.35
8667,Task1,C,9,5.99
8668,Task2,D,19,4.23
8669,Task2,A,28,8.08
8670,Task2,B,24,5.1
8671,Task2,C,15,6.08
8672,Task2,D,13,5.84
8673,Task2,A,62,10.63
8674,Task1,B,2,4.38
8675,Task1,C,16,8.29
8676,Task2,D,24,5.41
8677,Task2,A,32,6.23
8678,Task2,B,20,4.8
8679,Task1,C,13,6.74
8680,Task2,D,34,6.43
8681,Task2,A,34,7.54
8682,Task2,B,57,14.75
8683,Task2,C,31,6.84
8684,Task1,D,5,3.17
8685,Task2,A,23,7.93
8686,Task2,B,32,7.08
8687,Task1,C,9,6.87
8688,Task2,D,16,4.19
8689,Task2,A,18,5.36
8690,Task2,B,33,9.38
8691,Task2,C,12,3.79
8692,Task2,D,14,5.73
8693,Task2,A,27,15.09
8694,Task2,B,70,10.97
8695,Task2,C,9,2.58
8696,Task2,D,18,4.87
8697,Task2,A,31,6.37
8698,Task2,B,17,5.32
8699,Task2,C,20,5.23
8700,Task2,D,17,5.39
8701,Task2,A,22,7.54
8702,Task2,B,16,8.97
8703,Task2,C,22,7.49
8704,Task2,D,39,9.64
8705,Task1,A,17,6.14
8706,Task2,B,45,8.32
8707,Task2,C,37,15.23
8708,Task2,D,61,16.2
8709,Task2,A,57,10.02
8710,Task2,B,33,11.19
8711,Task2,C,24,9.95
8712,Task2,D,72,15.99
8713,Task2,A,55,9.23
8714,Task2,B,23,18.73
8715,Task2,C,27,8.49
8716,Task1,D,3,2.77
8717,Task2,A,46,16.95
8718,Task2,B,23,7.49
8719,Task2,C,24,11.4
8720,Task2,D,30,8.21
8721,Task1,A,2,5.7
8722,Task2,B,72,22.22
8723,Task1,C,9,3.15
8724,Task2,D,25,6.97
8725,Task2,A,73,12.46
8726,Task2,B,20,4.71
8727,Task2,C,34,9.72
8728,Task2,D,10,3.93
8729,Task2,A,19,5.44
8730,Task2,B,27,9.11
8731,Task2,C,13,3.83
8732,Task1,D,8,6.08
8733,Task2,A,15,4.38
8734,Task1,B,12,9.02
8735,Task2,C,9,3.48
8736,Task2,D,56,16.84
8737,Task2,A,16,6.36
8738,Task2,B,45,16.7
8739,Task2,C,26,6.56
8740,Task2,D,27,10.18
8741,Task2,A,22,4.61
8742,Task2,B,37,6.63
8743,Task1,C,8,3.73
8744,Task2,D,84,16.17
8745,Task2,A,17,3.07
8746,Task2,B,30,9.6
8747,Task2,C,17,5.82
8748,Task2,D,12,5.93
8749,Task2,A,36,8.8
8750,Task2,B,22,6.94
8751,Task2,C,19,4.3
8752,Task2,D,49,12.17
8753,Task2,A,12,7.6
8754,Task2,B,15,3.12
8755,Task2,C,30,7.87
8756,Task2,D,79,14.66
8757,Task2,A,58,13.35
8758,Task2,B,23,7.78
8759,Task2,C,61,9.42
8760,Task2,D,79,18.47
8761,Task2,A,21,4.71
8762,Task2,B,59,12.1
8763,Task1,C,6,4.29
8764,Task2,D,18,6.07
8765,Task1,A,5,3.6
8766,Task2,B,38,12.31
8767,Task2,C,12,6.15
8768,Task2,D,35,13.77
8769,Task2,A,13,5.58
